ID,Canonical_Smiles,Inhibition
TRAIN_0758,CCOCc1ccccc1CNC(=O)C2=Cc3ccccc3C(=O)N2,0.5
TRAIN_0759,ClC1=C(C=NNC1=O)N2CCN(Cc3csc(n3)c4ccsc4)CC2,28.58259645953129
TRAIN_0760,COC(=O)c1ccc(CCNC(=O)c2ccc3nccn3c2)cc1,30.670743359449645
TRAIN_0761,CC(C)(C)OC(=O)CCC(C)(C)NS(=O)(=O)c1ccc2NC(=O)CCc2c1,0.5
TRAIN_0762,O\C(=C(\C#N)/c1nnc2CCCCCn12)\Nc3ccc(Cl)cc3,4.351753730695066
TRAIN_0763,Cn1c(NCc2coc(n2)c3ccccc3)nc4c(cccc14)C#N,36.770147490575546
TRAIN_0764,Cc1cccc(C)c1OCCOC(=O)C2=CNN3C2=NC(=O)c4ccccc34,2.503344162048535
TRAIN_0765,O=C(CN1N=C2CCSCC2=CC1=O)\N=C\3/NN=C(S3)C4CC4,0.5
TRAIN_0766,CC1CCN(CC1)c2ccc(nn2)c3ccccc3,68.34434003432926
TRAIN_0767,Cc1cc(C)n(n1)c2cncc(n2)N3CCC(=CC3)c4ccc(O)cc4,67.34355453408199
TRAIN_0768,Nc1ccc(Br)cc1C(O)c2ccc(Cl)cc2,96.13359322724232
TRAIN_0769,CC(C)c1ocnc1Cn2nc(C)c(c2C)S(=O)(=O)N3CCOCC3,13.688069124021766
TRAIN_0770,OC(=O)CNC(=O)CN1C2NC(=O)NC2NC1=O,0.5
TRAIN_0771,CC1(C)CC(=O)C=C(C1)NNC(=O)C2CC3CCC2C3,0.5
TRAIN_0772,CC(NC(=O)Nc1ccc(cc1)n2ncc3ccccc23)c4nc[nH]n4,0.5
TRAIN_0773,Cc1[nH]nc(O)c1C(c2cccnc2)c3c(C)[nH]nc3O,0.5
TRAIN_0774,CSCCC1NC(=O)c2cc(NC(=O)Cc3nnc(O)c4ccccc34)ccc2N=C1O,0.5
TRAIN_0775,Cc1n[nH]cc1c2nn3c(nnc3s2)C(F)(F)F,6.938585517702848
TRAIN_0776,CCCC(=O)OCCNc1cc(SCC(=O)OCC)c2nonc2c1[N+](=O)[O-],0.5
TRAIN_0777,CCOC(=O)C1=CSC(=O)N1CC(=O)c2ccc[nH]2,0.5
TRAIN_0778,Cc1ccc(C)c2C=C(CN(Cc3occc3)Cc4nnnn4CC5CCCO5)C(=O)Nc12,20.77211765048148
TRAIN_0779,CCn1nccc1\C=C\C(=O)N2CCN(CC2)C3=NCC(C)(C)S3,12.114159369272386
TRAIN_0780,Nc1ccc2oc(nc2c1)c3cccc(n3)c4oc5ccc(N)cc5n4,51.941931166904254
TRAIN_0781,Cc1cc(C)c2c(c1)c(C)cc3nnc(SCC(=O)Nc4cccc(O)c4)n23,82.02077211765048
TRAIN_0782,COc1ccc(\C=C\C2=CC(C)(C)NC(=S)N2)c(OC)c1,44.54659180170483
TRAIN_0783,Cc1ccc(NC(=O)\N=C/2\NN=C(S2)c3ccc4OCOc4c3)cc1C,1.8648357722631204
TRAIN_0784,CCCn1nc(C)c(NC(=O)CC\C(=C\Cc2c(O)c3C(=O)OCc3c(C)c2OC)\C)c1C,58.47903878043814
TRAIN_0785,CCOC(=O)N1CCN(CC1)S(=O)(=O)c2c3CCN(C)Cc3c(OC)c4OCOc24,18.345794664416843
TRAIN_0786,Cc1oc(nc1CN2CCCC(CO)(CO)C2)c3ccc4ccccc4c3,39.06263637157071
TRAIN_0787,CC1=C(C(=O)Nc2cncc(Br)c2O)C(=O)NC(=N1)C(C)(C)C,0.5
TRAIN_0788,CN1C=C(Br)C(=O)C(=C1)NC(=O)c2ccc(O)cc2F,41.39877229220609
TRAIN_0789,Cc1cc(C)c2cc(CNCCO)c(Cl)nc2c1,40.1565181974224
TRAIN_0790,CC(C)c1ccc(Nc2nc(Cl)nc(NCCO)n2)cc1,13.120763389869964
TRAIN_0791,CC1CC(=CC(C)C1C2OCC3(COC(OC3)C4C(C)CC(=CC4C)C)CO2)C,54.32752451051698
TRAIN_0792,CN(C)CCN(CC1=Cc2c(C)cc(C)cc2NC1=O)C(=O)Nc3ccc(Cl)cc3,13.071305966892623
TRAIN_0793,Cc1cc2N=S=Nc2c(c1C)S(=O)(=O)NCC(=O)O,40.37180345038257
TRAIN_0794,COc1cc2CC(=O)N(Cc3cc(Cl)cc4COCOc34)C=Cc2cc1OC,23.42827219038199
TRAIN_0795,COc1ccc(cc1OC)C2=CNc3c(cnn3C2=N)C#N,1.620457917551562
TRAIN_0796,CN(C)CCCNCc1cccc(Oc2nnnn2c3ccccc3)c1,17.062810927181218
TRAIN_0797,CCN(CC(=O)NC)C(=O)c1cc(C)c(C)c(c1)S(=O)(=O)NC,0.5
TRAIN_0798,Cn1cc(C(=O)OCC2(CCOCC2)C#N)c(n1)C(C)(C)C,33.02883076833561
TRAIN_0799,CCS(=O)(=O)Nc1ccc2c(c1)c(C(=O)OCCOC)c(C)n2S(=O)(=O)CC,21.61289384109621
TRAIN_0800,COc1cc(OC)c(cc1Cl)S(=O)(=O)N2CCOC(C2)c3cc4cc(F)ccc4cn3,69.02510691531144
TRAIN_0801,C1CCc2nn3cc(nc3nc2C1)c4cccs4,78.52384138713525
TRAIN_0802,CCOC(=O)c1csc(n1)n2nc(cc2C(F)(F)F)c3ccc(OC)cc3OC,46.54525354202427
TRAIN_0803,COC(=O)Nc1nc2cc(ccc2[nH]1)c3nnc(O)c4ccccc34,43.89491752247403
TRAIN_0804,COC1=CN(CC(=O)Nc2nc(CCC3CCCC3)n[nH]2)C(=CC1=O)C,24.228318738544782
TRAIN_0805,COC(=O)[C@@H](Cc1ccccc1)NC(=O)COc2cc(O)c3C(=O)C=C(Oc3c2)c4ccccc4,10.799173770110258
TRAIN_0806,Cc1cnc(C)c(n1)c2cc(O)c3OCCNCc3c2,13.990632182236055
TRAIN_0807,Clc1ccc(Oc2oc3ccccc3n2)c4ncccc14,70.28861
TRAIN_0808,Cc1occc1c2oc(Sc3ncnc4c(C)csc34)nn2,20.69065836557764
TRAIN_0809,CCCCc1noc2CC(C\C(=N\O)\c12)c3ccccc3,14.53466383498676
TRAIN_0810,Cc1ccccc1Cn2cc(NC(=O)c3cc4NC(CC(n4n3)C(F)(F)F)c5ccccc5)cn2,18.29342798126436
TRAIN_0811,CC1CN(CC(C)O1)C(=O)CN2N=C(OC2=O)C(c3ccccc3)c4ccccc4,8.855787973118439
TRAIN_0812,CN1CCC(CC1)Nc2ccn(n2)c3ncccc3C(F)(F)F,12.559276176068424
TRAIN_0813,FC(F)(F)c1ccc(cc1)n2cc(NCc3csnn3)cn2,25.2232857184418
TRAIN_0814,CCOC(=O)N1CCN(CC1)C(=O)CN2C(=NC3(CCCC3)C2=O)O,0.5
TRAIN_0815,[O-][N+](=O)c1ccc(cc1)C2OCC3(CO2)SC(=O)NC3=O,16.096936549035576
TRAIN_0816,CC(N1CCCC1)c2ccc(cc2)c3n[nH]c(n3)C(F)(F)F,22.264568120327
TRAIN_0817,CC1=CSC2=NC(=CC(=O)N12)Cn3cnc(n3)C#N,63.68972
TRAIN_0818,CC(C)c1csc2N=C(COCC(F)(F)C(F)F)NC(=O)c12,36.66249672708231
TRAIN_0819,OC(=O)Cc1nnn(n1)C23CC4CC(CC(C4)C2)C3,21.99691618421436
TRAIN_0820,CCOC(=O)CSC1=NN=C(NCC(=O)OC(C)C)C(=O)N1,29.33697960608617
TRAIN_0821,CN(C)c1ccc(cc1)c2nc3CNCCn3c2NC(C)(C)CC(C)(C)C,74.60215867104995
TRAIN_0822,OC(=O)c1ccccc1NS(=O)(=O)c2ccc3NC(=O)Nc3c2,18.08105198847933
TRAIN_0823,OC(=O)CCC(=O)NN1C(N=C2C=CC=CC2=C1O)c3ccc(F)cc3,17.39446658714688
TRAIN_0824,CC(C)CC1CC(=O)Oc2ccc3C(=O)C(=C(C)C)Oc3c12,11.759229627905626
TRAIN_0825,Cc1n[nH]c(C)c1Sc2ccccc2n3cnnc3,49.91999534518372
TRAIN_0826,COc1ccc2OC(C)CN(Cc3cnc4nc(C)cc(C)n34)c2c1,20.10880633055013
TRAIN_0827,CC1Cc2cc(ccc2N1S(=O)(=O)C)c3csc(N\N=C\c4ccccn4)n3,37.2331
TRAIN_0828,CC(C)Cn1cnnc1C2CCCN2c3ccc(cc3F)C#N,12.730922526401528
TRAIN_0829,Cc1nc2c(Cl)cccc2c(Cl)c1CC=C,39.51066243854188
TRAIN_0830,OC(=O)C(=O)O.C(C1CCC=CC1)N2CCN(CC3CC4CC3C=C4)CC2,17.830855613417512
TRAIN_0831,CN1C(CC(NS1(=O)=O)c2cn(C)nc2C)C(=O)N(C3CCCCC3)C4CCCCC4,79.16387862566549
TRAIN_0832,CCN(Cc1ccccc1)C(c2ccc(cc2)C(F)(F)F)c3nnnn3C(C)(C)C,32.23751200069822
TRAIN_0833,COc1cc2CCN(Cc3nc(O)c4c(csc4n3)c5ccccc5)C(C)c2cc1OC,40.44453495476101
TRAIN_0834,Oc1nc(Cc2ccccc2)nc3c1oc4ccccc34,21.327786343932743
TRAIN_0835,Cc1cc(ccc1N2C(=O)C3C(OC4(C3C2=O)C(=O)c5ccccc5C4=O)c6ccccc6)[N+](=O)[O-],3.671486341023481
TRAIN_0836,O=C(NCCNc1ncccc1C#N)NCCc2cnc(nc2)C3CC3,50.32438250952783
TRAIN_0837,CN(C1C(O)Cc2c(Cl)cc(Cl)cc12)C(=O)Cc3ccn[nH]3,42.0802
TRAIN_0838,Clc1ccc2C(CCc2c1Cl)NC(=O)NCC3=COCCO3,36.17665027783434
TRAIN_0839,[Na+].CCN1C=CC(=C(CS(=O)(=O)[O-])C=C2C=CC(=O)C=C2)C=C1,5.4170424461059525
TRAIN_0840,Br.CC(C)CC1CC(C)(OC1=O)c2csc(NNC(=O)c3ccccc3)n2,7.156780030838164
TRAIN_0841,Cc1nnc(SCc2nc(N)nc(Nc3ccc4ccccc4c3)n2)s1,89.4073837023245
TRAIN_0842,[K+].[O-]S(=O)(=O)c1ccc(NN=C2CCC(=NNc3ccc(cc3)S(=O)(=O)[O-])CC2)cc1,0.5
TRAIN_0843,COc1cc2CCn3cc(cc3c2cc1OC)c4cc(OC)c(OC)c(OC)c4,70.54664998690833
TRAIN_0844,Cc1ccc2c(ccn2CCC(=O)N3CC[C@@]4(O)CCCC[C@H]4C3)c1,83.6528670759026
TRAIN_0845,O=C(CSCc1cscn1)Nc2ccn(CCc3ccncc3)n2,53.930354628088594
TRAIN_0846,CC(=O)N1CCc2c(C1)sc(NC(=O)c3oc(cc3)[N+](=O)[O-])c2c4nc5ccccc5s4,92.58417616182308
TRAIN_0847,CCc1nc(C)sc1CNc2nc(nc3CCNCCc23)N(C)C,57.42542568173089
TRAIN_0848,COc1ccc(cc1OC)c2onc(CNC(=O)C3=NNC(=O)C=C3)c2,17.257713480988343
TRAIN_0849,O=C(NC1CCC2=NNC(=O)C=C2C1)C3=CNC(=O)C=C3,4.080783510434003
TRAIN_0850,C\C(=N\OCc1ccccc1)\c2sc3nc(C)nc(C)c3c2C,0.5
TRAIN_0851,CC(C)COCC(O)CNC1CCC(O)(CC1)c2ccc(cc2)C(C)C,1.7187299961592686
TRAIN_0852,NS(=O)(=O)c1ccc(CC(=O)NC2CC3CC2C4CCCC34)s1,29.916143899628736
TRAIN_0853,CN(C)CCn1cc(Nc2ncnc3ccc(F)cc23)cn1,39.87005505056971
TRAIN_0854,COC(=O)c1ccc(\C=C\c2ncc(s2)C(=O)O)[nH]1,4.420048649340671
TRAIN_0855,Cl\C(=C\c1cccc2nccn12)\c3nc4ccccc4s3,91.34233772884394
TRAIN_0856,O=C(C1CCN(CC1)c2nc3ccc(nc3s2)c4cncnc4)N5CCCCC5,30.066572781974145
TRAIN_0857,CCCN1C2=C(CCCC2)C(=C(C(=O)\N=C\3/NC(=CS3)C45CC6CC(CC(C6)C4)C5)C1=O)O,5.610677250031998
TRAIN_0858,OC1=C(Oc2ccccc2C1=O)c3ccccc3OC(F)F,17.79221610549226
TRAIN_0859,Cc1cc(n[nH]1)N2CCC(CC2)NC(=O)c3cc4ccccn4c3,17.196901805146595
TRAIN_0860,O=C(N(CC1CCCO1)C2CCSC2)c3cccc4cc[nH]c34,32.947125848162855
TRAIN_0861,CC(C)c1nccn1Cc2cccc(NC(=O)c3c[nH]c4nccc(Cl)c34)c2,63.27294840609397
TRAIN_0862,CC1=C(C#N)C(=O)N(\N=C\C2=CCC3CC2C3(C)C)C(=C1)C,5.885930098578925
TRAIN_0863,Cc1nnc(Cl)n1c2ccc(Br)cc2F,0.5
TRAIN_0864,Clc1cc2ncc(nc2cc1Cl)n3cnc(n3)C#N,1.254640891051082
TRAIN_0865,Cc1ocnc1c2noc(Cc3c(C)nn(C)c3C)n2,9.905901933171164
TRAIN_0866,Cl.Oc1ccc(cc1c2nc3ccccc3s2)\N=C/4\NC=Nc5c4oc6ccccc56,49.100627320445525
TRAIN_0867,CCCN1C(=O)c2c(N=C1SCC(=O)N3CCCCC3C)c4cc(OC)ccc4n2C,5.242606580463445
TRAIN_0868,Cc1ccc(cc1NS(=O)(=O)CC23CCC(CC2=O)C3(C)C)N4CCCS4(=O)=O,74.747151453079
TRAIN_0869,Fc1cc(F)cc(CS(=O)(=O)N2CCC(C2)c3ccccc3)c1,22.70836000512098
TRAIN_0870,CC1=NNC(=O)C(=C1C)C(=O)NC2CCc3nc(cn3C2)C(C)(C)C,21.085648444501345
TRAIN_0871,COc1cc(OC)cc(c1)N2CCC(C2)N(C)C(=O)CC3=C(N)N=C(C)NC3=O,42.545768787607216
TRAIN_0872,CC(CNC(=O)c1ccc([nH]1)c2ccccc2)c3nncn3C,19.443733196773778
TRAIN_0873,COc1cc(CCc2cc(NC(=O)Cc3ccc[nH]3)[nH]n2)cc(OC)c1,71.01203431058764
TRAIN_0874,COC1CC(N(C1)C(=O)c2cc3ccccc3c(OC)n2)c4nc(c[nH]4)c5cccnc5,76.20023044424529
TRAIN_0875,COCC1CN(CCO1)c2nc3CCSc3c(n2)N4CCOC(COC)C4,26.12021508129561
TRAIN_0876,CCOC(=O)N1CCC(CC1)NC(=O)C2CCN(CC2)c3nc4N=CNC(=O)c4s3,23.74535910894892
TRAIN_0877,COc1cc(OC)c(NC(=O)CN2N=C3C=CC(=NN3C2=O)c4ccc(C)c(C)c4)cc1Cl,14.815644603763928
TRAIN_0878,O=C(COc1ncccn1)NCCNc2cc(ncn2)n3cccn3,23.25566508769684
TRAIN_0879,O=C(CCCCCNc1ncccn1)Nc2nc[nH]n2,21.335296376904367
TRAIN_0880,O=C(NCC1CCOC1)NCC2(CCSC2)N3CCOCC3,26.501088208936125
TRAIN_0881,COc1ccc2cc([nH]c2c1)C(=O)OCc3ccc(cc3)n4nc(C)cc4C,82.27819741390347
TRAIN_0882,CC(Sc1nnc(N)n1CC=C)C(=O)NC(=O)N,19.229292024068627
TRAIN_0883,COc1cc(CNc2ncnc3nn(C)cc23)cc(CC=C)c1OC,54.86493406734093
TRAIN_0884,Cc1onc(Cn2ccnc2c3cncc(Br)c3)c1,10.872487517603377
TRAIN_0885,FC(F)(F)COCCNC(=O)NC1CC2OCCCC12,23.470106260402005
TRAIN_0886,Cc1n[nH]c(c1C)c2c(C)sc(C)c2S(=O)(=O)NC3CCCCCC3,79.45845602355652
TRAIN_0887,CCCCN1C(=O)c2sccc2n3c(CCC(=O)NCc4ccncc4)nnc13,70.28861
TRAIN_0888,COC(=O)[C@@H]1C[C@@H](O)CN1c2cc(Cl)nc(n2)C3CC3,26.77954167200103
TRAIN_0889,COCCN1C=C(C(=O)NCc2nc3ccccc3[nH]2)c4ccccc4C1=O,27.323646140058884
TRAIN_0890,CC1CN(Cc2cnc(C)s2)CCC1Nc3ncnc4nc[nH]c34,29.46805786711049
TRAIN_0891,FC(F)(F)c1cccc(OCCN2C(=O)C3CC4CCCCC4N3C2=O)n1,0.5
TRAIN_0892,CC(C)n1ncc2cc(\C=C\C3=Nc4ccccc4C(=O)N3c5ccc(cc5)C(=O)O)c(Cl)nc12,21.00243246703367
TRAIN_0893,CN(C(=O)C)c1nc(cs1)c2nc3cc(Br)cnc3[nH]2,36.176545896812186
TRAIN_0894,Cn1cc(cn1)c2cccc(CNc3oc(nn3)C(C)(C)C)c2,20.39751632313404
TRAIN_0895,O=C1N(C=CN=C1Sc2oc(nn2)C3CCCCC3)C4CC4,18.40033286390988
TRAIN_0896,Cc1c(nnn1c2nccs2)C(=O)NCCSc3nncn3C,69.30930738701831
TRAIN_0897,CCCN1C(=O)c2ccc(Cl)cc2n3c(SCc4ccc(C=C)cc4)nnc13,63.68972
TRAIN_0898,CN1C(=O)N(CCNS(=O)(=O)CCN2C(=O)CCCC2=O)N=C1C(F)(F)F,23.742158494430925
TRAIN_0899,CC(C)(C)NC(=O)CSC1=NC(=CC(=O)N1)O,31.282806298809376
TRAIN_0900,Cc1ccc(nc1)N(C2CCCCC2)C(=O)c3cccc(n3)n4cccn4,65.08449622327487
TRAIN_0901,CN(C(=O)c1cc(Cl)c(Cl)[nH]1)c2c(C)onc2C,39.65241326334657
TRAIN_0902,CN1C(=O)C2C3OC(C4C3ON=C4c5ccc(cc5)C#N)C2C1=O,24.164639610805267
TRAIN_0903,CNC(=O)c1ccc(C2CCCCN2C(=O)CC3=CCCCC3)n1C,13.74343874023812
TRAIN_0904,CC(C)(C)OC(=O)N1C2CCC1CC(C2)NC(=O)CC3CCC=C3,45.48073230060171
TRAIN_0905,CNc1nc(NCCn2cc(C)cn2)ncc1Br,57.054154397644346
TRAIN_0906,Clc1c(sc2sccc12)c3onc(n3)c4cnccn4,38.48418896428114
TRAIN_0907,CCCc1cc(ccn1)c2nc(Cc3nn4c(nnc4s3)C(C)C)cs2,37.2331
TRAIN_0908,FC(F)(F)CNC(=O)c1nnn(n1)c2ccc(NS(=O)(=O)c3cccnc3)cc2,26.71232876712328
TRAIN_0909,Cc1nn(C)c(C)c1NC(=O)c2n[nH]c3CCCCCc23,26.8083472026629
TRAIN_0910,Cn1ccc(CC(=O)Nc2nc(c[nH]2)C34CC5CC(CC(C5)C3)C4)n1,55.84752272436308
TRAIN_0911,CN1C(=C(C(=O)CN2C=C(C=C(Cl)C2=O)C(F)(F)F)C(=O)N(C)C1=O)N,3.543080271412109
TRAIN_0912,Oc1ccc(cc1)C(=O)CSc2n[nH]c3nc4ccccc4n23,68.15388554602484
TRAIN_0913,Nc1ccnc(Cn2nnc(Cc3ccc(Cl)c(Cl)c3)n2)n1,49.89117910638843
TRAIN_0914,O=C(N1CCOC2CCCCC12)c3cc4c(nc5sccn45)s3,71.97221866598386
TRAIN_0915,CN(CCC(F)(F)F)S(=O)(=O)N1CCC(CC1)C(C)(C)C,5.959544232492647
TRAIN_0916,CC1(C)Cc2c(CO1)[nH]c3nc(SCc4ccccc4)nc(SCc5ccccc5)c23,40.05249007809499
TRAIN_0917,CCOc1ccc(cc1)C2Cn3nnc(c3CO2)c4onc(n4)C5CCCCC5,42.0802
TRAIN_0918,O=C(CCCSc1ccc(NC(=O)C2CC2)nn1)Nc3cnc4ccccc4c3,14.4635770067853
TRAIN_0919,CC(C)(C)n1cc(cc1NC(=O)c2cc(ccc2Cl)S(=O)(=O)C)C#N,13.528997567532969
TRAIN_0920,O=C(OCc1nc2ccccc2s1)c3cc[nH]c3C4CC4,76.3794648572526
TRAIN_0921,CC(C)(C)c1cc(NC(=O)CSC2=NN\C(=C\3/C=C4C=CC=CC4=N3)\N2c5ccccc5)on1,51.0722058635258
TRAIN_0922,CC(C)(C)n1cc(\C=C\c2ncc(Br)s2)nn1,0.5
TRAIN_0923,Cc1oc(CN(C2CC2)C(=O)CN3CCCC4(C3)NC(=O)NC4=O)cc1,14.860453207015752
TRAIN_0924,O=C(N1CCN(CC2CC2)c3ccccc13)c4nccn5ccnc45,10.786070925617722
TRAIN_0925,Cc1noc(n1)C2=CC=CN3C(=O)N(Cc4c(C)onc4C)N=C23,16.833916904306392
TRAIN_0926,O=C1N(C=Nc2sc3CCCCc3c12)\N=C\c4oc(cc4)c5ccccc5C#N,36.46355990325958
TRAIN_0927,CC1=CC(=O)N=C(N\C(=N/C(=O)c2ccccc2)\Nc3ccc(Oc4ccccc4)cc3)N1,21.63393856261054
TRAIN_0928,O=C(Nc1ccc(nc1)n2cncn2)c3cnc(OCC4CC4)cn3,55.439844060210085
TRAIN_0929,CNc1nc(Nc2cc(C)ccc2C)c3nccnc3n1,34.17499909757066
TRAIN_0930,CC(C)CNC(=O)c1sc(NC(=O)C2=NN(C=CC2=O)c3ccc(F)cc3)nc1C,42.905100530628445
TRAIN_0931,CCOC(=O)c1cnc(SC)nc1Oc2ccc3C(=CC(=O)Oc3c2C)C,28.668375266216657
TRAIN_0932,CCN1CCN(CC1)C(=O)c2cc3C(=O)N4C=CC=C(C)C4=Nc3n2CCCOC,42.05049994585424
TRAIN_0933,CC1(C)CC(=O)C2=C(C1)N3C(=O)NC(N=C3S2)(c4ccccc4)C(F)(F)F,40.43244413962387
TRAIN_0934,CC1=CC(=O)NC(=N1)n2nc(cc2NC(=O)c3ccccc3S(=O)(=O)C(F)F)c4ccccc4,45.64126628884958
TRAIN_0935,CN1C=CS/C/1=N/C(=O)c2cnc3c(c2)c(C)nn3c4ccccn4,39.20153052016027
TRAIN_0936,Nc1ncncc1COC(=O)c2cc(Cl)sc2Cl,65.74107497382954
TRAIN_0937,O=C1Oc2ccc3ccccc3c2C=C1c4csc(n4)\C(=C\Nc5ccccn5)\C#N,47.31166299678735
TRAIN_0938,COCCn1c(SCC(=O)N2CCOCC2)nnc1c3cc4c(C)nn(c5ccccc5)c4s3,47.653683716565
TRAIN_0939,Clc1cccc(NC(=O)CN2N=C(c3occc3)c4sc(nc4C2=O)N5CCCC5)c1Cl,44.40042594664838
TRAIN_0940,CN1C(=C(C(=O)NC1=O)c2c([nH]c3N(C)C(=O)NC(=O)c23)c4ccc(cc4)C(F)(F)F)N,36.60885102696459
TRAIN_0941,CN(Cc1ccc(C)cc1C)S(=O)(=O)c2ccc3N(C)C(=O)Cc3c2,65.69775836551997
TRAIN_0942,Clc1ccc2C(=O)OC(=Nc2c1)c3ccc4C(=O)N(Cc5cccnc5)C(=O)c4c3,50.64162726058549
TRAIN_0943,CC(C)(C)N1C(=O)C2C3C=CC(C4C3C(=O)N(C4=O)C(C)(C)C)C2C1=O,33.912392159693894
TRAIN_0944,Clc1nc2cc3OCOc3cc2cc1C4CC(=NN4C(=O)c5cccs5)C6CC6,81.90629173735697
TRAIN_0945,CCOC(=O)c1nnc2ccnn2c1\C=C\N(C)C,35.72356784463776
TRAIN_0946,COc1cc2nc(nc(N)c2cc1OC)N3CCNCC3,45.01768761505974
TRAIN_0947,CCN1C=C(C(=O)O)C(=O)c2c(N)c(F)c(N3CCNCC3)c(F)c12,42.68129805436235
TRAIN_0948,OC1=C(C(=O)\N=C\2/Nc3c(Cl)cccc3S2)C(=O)N4CCCc5cccc1c45,39.41269898566942
TRAIN_0949,Cc1cc2OC3=C(C(N(C3=O)c4nc(C)c(C)s4)c5ccncc5)C(=O)c2cc1Cl,45.17471032018193
TRAIN_0950,CN1CCN(CC1)c2nc(nc(n2)n3ccnc3)N(c4ccccc4)c5ccccc5,76.1578168429412
TRAIN_0951,c1ccc(nc1)c2nnc3sc(nn23)c4csnn4,50.30321625816698
TRAIN_0952,CC1=NN(C2OC3(C)CC(C)(Oc4c3c(C)nn4c5ccccc5)C12)c6ccccc6,50.31945998628307
TRAIN_0953,Cc1sc2ncn3nc(nc3c2c1c4ccccc4)c5cc(n(C)n5)C(F)(F)F,47.19615204129517
TRAIN_0954,CC(C)CN1C(=O)N(C)C(=O)c2c(SCC3=CC(=O)N4C=C(C)C=CC4=N3)nc(C)nc12,47.22142006280908
TRAIN_0955,CCN1C=C(C(=O)Nc2nc(C(=O)OC)c(s2)C(C)C)C(=O)c3cc4OCOc4cc13,50.64794426596397
TRAIN_0956,CN1CCC/C/1=C/C=C/2\Sc3nc4ccccc4n3C2=O,65.78980615817781
TRAIN_0957,CC1CCCCN1S(=O)(=O)c2cc3C(=O)N=C4C=CC=CN4c3cc2Cl,37.35696494964444
TRAIN_0958,NC1=CC(=O)N=C(SCC(=O)N2CCN(CC2)C34CC5CC(CC(C5)C3)C4)N1CC=C,67.94210013355953
TRAIN_0959,CCc1ccc(s1)C(=O)COC(=O)c2nccnc2c3nc4ccccc4s3,49.94495181027325
TRAIN_0960,COC(=O)c1oc(CSc2nc(N3CCNCC3)c4COC(C)(C)Cc4c2C#N)cc1.OC(=O)C(=O)O,74.33671443525972
TRAIN_0961,Oc1nc(Nc2ccc(Cl)cc2Cl)nc3nccc(c4cccnc4)c13,42.02071977764141
TRAIN_0962,c1ccc2c(c1)ncn3nc(nc23)c4cc(n[nH]4)c5ccncc5,51.51878857885428
TRAIN_0963,CCc1c(C)nc2sc3c(O)nc(O)nc3c2c1C,26.19662130455185
TRAIN_0964,Cc1nn(c(Cl)c1\C=N\Nc2ccc(Cl)nn2)c3ccccc3Cl,40.92156084178609
TRAIN_0965,Cl.CNC(=O)c1cc(Sc2ccc(Nc3nc4cc(ccc4[nH]3)C(F)(F)F)cc2)ccn1,76.5
TRAIN_0966,COC(=O)C1=NN(c2ccc(OC)cc2)C3(S1)N(N=C(C)c4ccccc34)c5ccccc5,25.1
TRAIN_0967,CCOC(=O)c1cnn(CCN2CC(C)OC(C)(C)C2)c1N,18.7
TRAIN_0968,O=C(N1CCCC(C1)c2nnc([nH]2)c3ccccc3)c4cnccn4,25.1
TRAIN_0969,CSC1=NC(C)(C)CC1=C2C=C(C)C3(CC(C)(C)N=C3SC)C(=C2)C,53.1
TRAIN_0970,OC(=O)CC(CN1C(C(=C(O)C1=O)C(=O)c2ccccc2)c3ccccc3F)c4ccccc4,6.28
TRAIN_0971,CN1CCN(CCCNC(=O)c2cc3CSc4cc(Cl)ccc4c3s2)CC1,58.8
TRAIN_0972,COC(=O)CNC(=O)NCC12CC3CC(CC(C3)C1)C2,6.75
TRAIN_0973,COc1cc(cc(OC)c1O)C(CC(=O)O)c2c(O)ccc3C(=O)\C(=C/c4cccnc4)\Oc23,45.2
TRAIN_0974,CC(C)N(C(=O)c1cc(nc2ccccc12)c3ccccc3)C4=C(C)N(C)N(C4=O)c5ccccc5,55.2
TRAIN_0975,CCOC(=O)Nc1c(nc2cc(C)ccn12)c3cccs3,12.1
TRAIN_0976,CC1SC2(N(C1=O)c3cccc(c3)C(F)(F)F)C(=O)N(CN4CCOCC4)c5ccccc25,37.2
TRAIN_0977,CC1CN(CC(C)O1)S(=O)(=O)CCNC(=O)CNC(=O)OC(C)(C)C,15.2
TRAIN_0978,Cc1coc2c3C(=C\C(=N/O)\Oc3cc(C)c12)c4ccccc4,21.2
TRAIN_0979,COc1cc(Cc2nccc3cc(OC)c(OC)cc23)c(cc1OC)C(=O)c4ccccc4,93.3
TRAIN_0980,COc1ccc(c(O)c1)c2n[nH]cc2Oc3ccccc3OC,91.7
TRAIN_0981,Cc1cc(ccc1O)C(C)(C)c2ccc(O)c(C)c2,71.4
TRAIN_0982,Cc1ccc(C)c(c1)C(=O)CN2C(=O)n3nc(C)nc3c4ccccc24,20.6
TRAIN_0983,COc1cc(C)nc(\N=C/2\Nc3cc(C)ccc3C(=N2)C)n1,13.5
TRAIN_0984,FC(F)(F)c1nc2NC3=C(CCCC3)C(=O)n2n1,0.5
TRAIN_0985,CCOC(=O)c1onc(n1)c2oc(Br)cc2,2.34
TRAIN_0986,[I-].COc1cc2CC[N+](C)(C)C3CC4(C=CC(=O)C=C4)c(c1OC)c23,10.5
TRAIN_0987,CC1=CC2=NC(=CC(=O)N2C=C1)CS(=O)(=O)CCCCC#N,33.4
